fe_id,fname,score
c.w.n.u.f.t.IsFirstCapitalizedTokenInCoveringFE@d1e434e55ab03ebeb7c1141e62951efc,0,0.187727175539876
c.w.n.u.fe.token.FirstCapitalCharPositionFE@da60e98063fe38bda0f29e1b9ee71193,0,0.187727175539876
c.w.n.u.fe.token.IsFirstCharacterUpperCaseFE@64a166248a12ef18ebab6ae3e685efce,0,0.187727175539876
c.w.n.u.f.c.t.AnnotationValueRepeatedInPageFE@7c18e616ee2a100576e39066b18e874e,0,0.18181818181818182
c.w.n.uima.fe.token.IsAllTextCapitalizedFE@cdc5f19dc694bfbdb0e44486d43cf45f,0,0.1686084142394822
c.w.n.u.f.c.c.AreFirstNCharNumbersAndCapitalizedFE@577f8c8e252f5bebac264e968da2df1c,0,0.15791268758526603
c.w.n.u.fe.token.IsCapitalCharAndNumberOnlyFE@7fed638758f488bd9496c4e535b88c8b,0,0.14705882352941177
c.w.n.u.f.c.c.CellX1x1N1PatternDifferentThanOtherCellsInSameColumnFE@8b3957c1c3390561457530e70c652426,0,0.1399120050282841
c.w.nlp.uima.fe.token.SpecialCharFE@cc0558e5e7171efa97c67c8e4b9bcd5a,0,0.13953488372093023
c.w.n.u.f.t.IsCapitalCharOrNumberOrHyphenOrStarOnlyFE@4cf014dca601e5779b9ded287c163d42,0,0.13671626605621265
c.w.n.u.f.t.IsCapitalCharOrNumberOrHyphenOnlyFE@9ad6d077b9baa09bb3708f7f84891787,0,0.13663492063492064
c.w.n.u.f.c.lineFEs.IsFirstNumericLineInCellFE@2ac0696a678a7e0cde27724ace8045eb,0,0.13483404157574366
c.w.n.u.f.cell.lineFEs.IsLastNumericLineInCellFE@facf2d4d458d3909a1c0f4ed918f2419,0,0.13481855764813963
c.w.n.uima.fe.token.IsFirstCharacterDigitFE@f514a8711f1584cf18cd862b9720befb,0,0.13085415456130156
c.w.n.uima.fe.token.IsFirstCharacterLetterFE@231f64457ee25b79e8e37d8b3064b1b4,0,0.1198937908496732
c.w.v.s.nlp.component.fe.PositionInCoveringFE@9f4a5720b2b6d6b7dd4e3325e3ab1432,0,0.1198937908496732
mle.cert.assignment.fe.TableNumberFE@e35311ee4b0722e73c6bdb59867b058c,0,0.1198937908496732
c.w.n.u.f.cell.tokenFEs.IsLastElementInFocusFE@99f706f01d0f7ab8c908a583ac3bd469,0,0.10561722166162126
c.w.n.u.f.cell.tokenFEs.IsFirstElementInFocusFE@3646e95cacd0bfe7d4637f7a58412175,0,0.10521008403361344
c.w.n.u.fe.cell.charFEs.CharSeparatorPatternFE@88298bc5e0d5ee4ce329dad41fd0cbc1,0,0.1
c.w.n.u.f.cell.tokenFEs.IsFirstElementInFocusFE@851037ff4804d7b608ed7e1cd5b876b8,0,0.07896528250510551
c.w.n.u.f.cell.tokenFEs.IsLastElementInFocusFE@3c340eaea9b7a81bcf1bcc197f58c836,0,0.077042284702236
c.w.n.u.f.c.rowFEs.CellColNumLessThanUpperRowFE@e4025eacaa99faa1a25abfc59e96c38d,0,0.06741573033707865
c.w.n.u.f.cell.charFEs.AreLastNCharCapitalizedFE@3f7ca38d4f072fc941b4a479eb46e11e,0,0.050274223034734916
m.c.a.f.MatchFullColumnOrRowWithSpecifiedHeaderFeatureExtractror@cfda0a987ac417896d251d8265c2400b,0,0.04909560723514212
c.w.n.u.f.cell.charFEs.AreLastNCharCapitalizedFE@64ea787957462cc43b8fc0e35af2c04d,0,0.04826254826254826
c.w.n.u.f.c.typeFEs.CellTypeAbbreviationOnlyFE@3774afaab2865bd94f17194e0b6a1fc4,0,0.04713804713804714
c.w.n.u.f.cell.charFEs.AreLastNCharCapitalizedFE@e4a66d2d89f0b728df2562330bcb0139,0,0.04360753221010902
c.w.n.u.f.cell.charFEs.AreLastNCharCapitalizedFE@7492ad8ae860f1ac17d9af1dfc6c40b3,0,0.04356435643564356
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.AdvancedLowerCaseFE@1fd4a7ccab3bdb28ca8576d497889c1c,0,0.043478260869565216
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.AdvancedLowerCaseFE@429817658ce4f6586d1372e76744e1c8,0,0.043478260869565216
c.w.n.u.f.cell.charFEs.AreLastNCharCapitalizedFE@8aa2bffb47569d582373d1169a0c468c,0,0.04330708661417323
c.w.n.u.f.c.c.AreLastNCharNumbersAndCapitalizedFE@52c69da07c3d0efdaab305fd84267efd,0,0.042725797728501894
c.w.n.u.f.c.c.AreFirstNCharNumbersAndCapitalizedFE@72e6deb093716897a048e4ff5f9a29aa,0,0.04216600088770528
c.w.n.u.f.c.c.AreFirstNCharNumbersAndCapitalizedFE@483dffcca0e8cde359f1847853de585b,0,0.04134241245136187
c.w.n.u.f.c.c.AreLastNCharNumbersAndCapitalizedFE@114998f33786aa208dbfbbf11770e66e,0,0.04047131147540984
c.w.n.u.f.c.c.AreLastNCharNumbersAndCapitalizedFE@7c6a8083024a836ba1fc5118d8282831,0,0.03944083874188717
c.w.n.u.f.c.c.AreLastNCharNumbersAndCapitalizedFE@28b15ca3f90674b51ea937af98768c0a,0,0.029587765957446808
c.w.n.u.f.c.c.AreLastNCharNumbersAndCapitalizedFE@f7b83c8a9364b9ebefd356b4437b4016,0,0.027682843472317156
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.TypePathFE@e94abbf6c054799ae40d15d03f0610e9,0,0.02531645569620253
c.w.n.u.fe.cell.typeFEs.CellTypeNumberOnlyFE@329fa70ea58e7122fbf2b215801cf804,0,0.020700636942675158
c.w.n.u.f.c.rowFEs.CellColNumLessThanLowerRowFE@48cf133eba98f351eb304d5962351e50,0,0.013333333333333334
c.w.n.u.fe.cell.cellFEs.IsSingleTokenCellFE@264ea13a429de09c115ae9e6d4a88a71,0,0.006742738589211619
c.w.n.u.fe.cell.charFEs.CharSeparatorPatternFE@d24d43c811a5532d5cb304fb8089950d,0,0.006535947712418301
c.w.nlp.uima.fe.ElementTypeRegexFE@5fa99a1c7b90a8fbb7bbabe77a6982ab,0,0.0
c.w.nlp.uima.fe.ElementTypeRegexFE@94c6302a3a5cbd41378db86c50b4694e,0,0.0
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.AdvancedLowerCaseFE@f8aed9ee9d57f9d6a256d0611a6e31b9,0,0.0
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.AdvancedLowerCaseFE@5612b3901d5db047fa61312a307fcb11,0,0.0
c.w.n.u.fe.cell.charFEs.CharSeparatorPatternFE@e989de35e9e5709b968339f1f6e8ad89,0,0.0
c.w.n.u.fe.cell.rowFEs.CellIsLastColumnEmptyFE@04fe4592adc47497be213f92086be03f,0,0.0
c.w.n.u.f.c.lineFEs.IsLargestNumericLineInCellFE@a7a0898c5f9afc2fbf7d7b706b110418,0,0.0
c.w.n.u.f.cell.cellFEs.NumericLineCountInCellFE@041a0f4fc8a6779b5c6c7f15e63f735d,0,0.0
c.w.n.u.f.cell.typeFEs.CellTypeSpecialCharOnlyFE@860a457457bf6087a4d5bf0d5046016a,0,0.0
c.w.n.u.fe.cell.charFEs.CharSeparatorPatternFE@6887357635a3f02e44172f9c8c6ae05f,0,0.0
c.w.vds.nlp.fe.context.ContextFE$c.w.nlp.uima.fe.token.AdvancedLowerCaseFE@72735782ede828e1f54f2b6755b00885,0,0.0
